account_id,account_name,domain,industry,employee_range,country,lifecycle_stage,created_date,last_activity_date,owner,arr_eur,renewal_date
ACC-012238,AltacalDynamics,,Construction,51-200,FRANCE,prospect,06/11/20,18/05/2022,,,
ACC-014791,Serenimartech,serenimartech.eu,Financial Services,201-500,belgium,prospect,12/20/18,12/06/25,s.okafor,,
ACC-001112,Novasolconsulting,novasolconsulting.eu,,51-200,spain,lost,13/08/2023,2023-10-16,c.rinaldi,,
ACC-012310,IvorobelTech,ivorobeltech.fr,,11-50,DE,prospect,2021-06-16,02/02/25,p.lindqvist,,
ACC-002663,Heliopralogic,heliopralogic.io,Construction,201-500,FR,prospect,29/11/2024,2026-01-22,a.morel,,
ACC-017004,Rapivendynamics,,Telecom,11-50,CH,lead,31/12/2023,,t.becker,,
ACC-027290,Vertigorlabs,vertigorlabs.co,Logistics,,Pays-Bas,lead,07/14/23,09/10/24,,,
ACC-029844,Cortilumconsulting,cortilumconsulting.eu,Agriculture,,ES,prospect,03/22/23,,m.delacroix,,
ACC-023206,Altamarlogic,altamarlogic.com,Energy,201-500,Espagne,customer,22/09/2020,2021-08-11,m.delacroix,5000,24/10/2026
ACC-015073,JuntobelLabs & Co,juntobellabs.fr,Real Estate,,Belgique,churned,06/10/2020,,t.becker,3000,
ACC-015838,KelvilumDigital & Co,kelvilumdigital.co,Agriculture,,France,lost,10/08/2025,01/08/26,,,
ACC-028768,VertiquiData Group,,Hospitality,11-50,Fr,lead,02/03/22,,,,
ACC-006991,PerrisolHub Group,perrisolhub.fr,Energy,51-200,Espagne,lead,03/29/23,29/08/2024,,,
ACC-020100,MeriquiData & Co,meriquidata.com,Education,11-50,ES,churned,17/04/2021,02/11/2022,,3000,
ACC-013512,IberiSolutions Group,iberisolutions.eu,Manufacturing,11-50,france,prospect,2019-07-25,2021-05-13,p.lindqvist,,
ACC-025731,NordilexForge,nordilexforge.fr,Software,11-50,belgium,lead,02/01/2024,2025-10-07,,,
ACC-018478,Yellovenlogic Group,yellovenlogic.io,Retail,11-50,nederland,prospect,2018-01-09,12/15/19,,,
ACC-025225,CauridorFlow,cauridorflow.co,Logistics,,Italie,lost,05/26/23,,m.delacroix,,
ACC-015475,GalliPharma Group,gallipharma.fr,Software,501-1000,France,customer,11/15/18,2019-04-02,t.becker,12000,06/04/2027
ACC-000803,PrimoLab & Co,primolab.fr,Hospitality,11-50,Belgique,prospect,03/14/19,02/28/22,s.okafor,,
ACC-005439,Talobelgroup SAS,talobelgroup.eu,Software,51-200,France,prospect,06/06/2026,,p.lindqvist,,
ACC-013218,HelioquiTech,helioquitech.fr,Agriculture,11-50,GB,prospect,2021-03-04,23/08/2023,c.rinaldi,,
ACC-006322,DoriolumDynamics France,doriolumdynamics.com,Education,51-200,Fr,prospect,12/27/18,06/05/22,j.vandenberg,,
ACC-002037,RoccalexMedia SAS,roccalexmedia.co,Software,11-50,Belgique,opportunity,20/09/2023,2024-06-01,p.lindqvist,,
ACC-025523,FernorinEnergie SA,fernorinenergie.com,Energy,,ES,lead,12/19/24,04/07/26,t.becker,,
ACC-023994,GrimopraData,grimopradata.io,Telecom,51-200,france,prospect,2023-04-21,06/27/24,p.lindqvist,,
ACC-002757,Roccacalgroup Group,roccacalgroup.co,Financial Services,11-50,Belgium,lead,05/02/2019,29/03/2025,j.vandenberg,,
ACC-029932,FernolexSystems - import,fernolexsystems.fr,,1-10,Allemagne,prospect,20/07/2021,,s.okafor,,
ACC-026898,NordinexWorks France,nordinexworks.co,Media,201-500,nederland,opportunity,2019-08-13,2025-10-24,s.okafor,,
ACC-004334,Ederimarlogistics Group,ederimarlogistics.com,Logistics,51-200,FR,prospect,2021-05-27,2026-03-16,s.okafor,,
ACC-003150,VectodorHub,vectodorhub.eu,Construction,11-50,france,lead,12/06/2023,,m.delacroix,,
ACC-026234,FabriquiMedia SAS,fabriquimedia.com,Media,11-50,belgium,prospect,2023-06-29,2025-01-10,j.vandenberg,,
ACC-007409,TerraLogic,terralogic.com,Telecom,51-200,CH,lead,20/08/2025,2025-12-14,c.rinaldi,,
ACC-009405,Grimoquisoft & Co,grimoquisoft.io,Education,51-200,france,lost,02/10/25,29/08/2025,j.vandenberg,,
ACC-010072,ArdenhalConsulting & Co,,Education,11-50,FRANCE,lead,07/21/18,30/01/2020,,,
ACC-014568,QuantimarIndustries,quantimarindustries.io,Logistics,51-200,Fr,opportunity,05/10/26,28/05/2026,j.vandenberg,,
ACC-005429,Doriolexlab,doriolexlab.com,Financial Services,201-500,Fr,prospect,01/20/21,05/09/2021,,,
ACC-026749,MerifinFinance SAS,,,11-50,france,lead,17/11/2021,20/12/2024,p.lindqvist,,
ACC-026512,Vespinexgroup & Co,vespinexgroup.fr,Agriculture,201-500,France,lead,17/12/2025,19/01/2026,m.delacroix,,
ACC-017435,Nordinexsolutions,nordinexsolutions.fr,Consulting,201-500,France,prospect,24/06/2019,2026-06-02,a.morel,,
ACC-019548,Briolumfood,briolumfood.co,Automotive,501-1000,France,lost,2024-09-10,,a.morel,,
ACC-003758,Iberiquimobility Group,iberiquimobility.com,Telecom,201-500,Fr,lead,2018-02-27,,j.vandenberg,,
ACC-004213,Lorriventech SA,lorriventech.io,Telecom,11-50,Pays-Bas,prospect,07/20/19,04/19/20,l.moreau,,
ACC-004916,AltamarLogic SAS,,Agriculture,1-10,Spain,prospect,2019-11-10,2025-04-19,c.rinaldi,,
ACC-003578,Flexiworks SAS,flexiworks.fr,Telecom,11-50,Switzerland,lead,03/02/2021,2021-05-30,j.vandenberg,,
ACC-011118,Roccatassystems SA,roccatassystems.fr,Education,501-1000,Fr,lead,23/04/2020,,m.delacroix,,
ACC-023409,Solipradata SA,solipradata.fr,Education,51-200,FR,customer,11/09/2018,,j.vandenberg,8000,2026-10-13
ACC-003978,GrimobelSolutions SARL,www.grimobelsolutions.com,Healthcare,11-50,NL,customer,2024-08-21,18/07/2026,j.vandenberg,8000,09/05/26
ACC-004594,IberibelRetail France,www.iberibelretail.com,Retail,,germany,lead,04/05/22,06/24/26,,,
ACC-027563,VectoviaConsulting Group,vectoviaconsulting.eu,Agriculture,,Fr,opportunity,09/15/18,,p.lindqvist,,
ACC-023677,UlmigorServices,ulmigorservices.eu,Manufacturing,51-200,IT,lost,2021-01-07,,m.delacroix,,
ACC-011998,Juntoviafood,juntoviafood.fr,Healthcare,51-200,Italie,prospect,07/08/2023,07/20/26,p.lindqvist,,
ACC-011641,Grimosoldigital SA,grimosoldigital.co,Logistics,51-200,france,lost,11/07/2021,03/06/25,c.rinaldi,,
ACC-015027,Estevadorindustries Group,estevadorindustries.com,,501-1000,GB,lead,10/01/23,2024-05-12,p.lindqvist,,
ACC-016337,PrimorinIndustries France,primorinindustries.fr,Manufacturing,201-500,Spain,lead,21/08/2021,09/04/25,p.lindqvist,,
ACC-028619,EstevaquiLogic,estevaquilogic.co,Construction,11-50,Pays-Bas,prospect,01/21/25,,l.moreau,,
ACC-005393,HeliohalDynamics SAS,heliohaldynamics.io,Healthcare,1-10,IT,lost,2018-08-21,2019-06-09,t.becker,,
ACC-005435,Cendrahalpartners,cendrahalpartners.fr,Automotive,11-50,FRANCE,churned,02/12/2023,10/10/2024,p.lindqvist,3000,11/01/2027
ACC-022705,StellavenFinance,stellavenfinance.co,Energy,51-200,DE,opportunity,14/09/2021,25/07/2022,s.okafor,,
ACC-012188,AltalexPartners SAS,altalexpartners.io,Retail,11-50,Belgique,customer,06/19/24,10/12/24,,25000,2026-10-14
ACC-021240,Nordisolforge Group,nordisolforge.fr,Real Estate,51-200,france,prospect,2019-07-09,2024-07-12,l.moreau,,
ACC-007214,YelloRetail & Co,yelloretail.com,Telecom,51-200,france,prospect,2025-02-21,10/18/25,s.okafor,,
ACC-006011,Caurimarenergie,caurimarenergie.fr,Energy,51-200,germany,prospect,02/05/2026,19/05/2026,j.vandenberg,,
ACC-020209,RoccalumDigital SARL,roccalumdigital.fr,Media,11-50,Fr,lead,2025-05-20,14/05/2026,j.vandenberg,,
ACC-006738,LumiFood France,lumifood.com,Logistics,11-50,UK,churned,04/16/25,02/24/26,,12000,
ACC-027078,AxiocalHub,axiocalhub.fr,,11-50,france,lost,02/12/2021,2022-06-11,j.vandenberg,,
ACC-028108,PrimocalImmo & Co,,Logistics,201-500,Fr,opportunity,18/04/2026,04/25/26,,,
ACC-002163,DorioSystems SAS,doriosystems.io,Construction,1001-5000,Espagne,prospect,19/08/2021,05/16/22,a.morel,,
ACC-024019,IberidorSolutions SARL,iberidorsolutions.io,Healthcare,51-200,Italie,lost,2022-01-08,09/02/2026,a.morel,,
ACC-012161,Heliovensoft,heliovensoft.fr,Software,1-10,France,churned,03/21/21,2023-07-13,s.okafor,12000,
ACC-027403,CendrabelSoft SAS,cendrabelsoft.eu,Software,51-200,United Kingdom,lead,09/30/23,08/01/25,c.rinaldi,,
ACC-000706,GallicalFlow,gallicalflow.eu,Agriculture,11-50,Germany,lost,07/03/2026,,s.okafor,,
ACC-015124,Primorinhub SARL,primorinhub.eu,Energy,201-500,GB,prospect,2022-09-12,22/03/2025,,,
ACC-000067,JuntodorIndustries,juntodorindustries.fr,Retail,,germany,prospect,17/06/2021,2021-09-18,a.morel,,
ACC-007549,CendravenLabs SAS,cendravenlabs.co,Financial Services,11-50,France,prospect,2025-10-09,2025-10-19,c.rinaldi,,
ACC-008246,Axioviasystems France,axioviasystems.eu,Retail,51-200,FR,lead,12/05/19,12/11/23,,,
ACC-010422,Meritaslogic SAS,meritaslogic.co,Healthcare,51-200,FR,lead,2019-06-23,2026-05-28,c.rinaldi,,
ACC-006614,StellarinLabs,,Construction,11-50,FR,lost,10/09/23,2024-01-07,,,
ACC-009588,Ivorohub,ivorohub.io,Education,51-200,Fr,lost,01/18/18,12/04/2026,c.rinaldi,,
ACC-007201,Sylvalexforge SAS,sylvalexforge.io,Logistics,11-50,IT,customer,06/04/23,05/21/25,m.delacroix,8000,07/10/2026
ACC-001605,SolicalGroup France,solicalgroup.eu,Media,51-200,france,lost,2024-11-17,08/23/25,a.morel,,
ACC-026343,Vectobelworks SAS,vectobelworks.eu,Automotive,11-50,France,churned,29/03/2020,09/01/23,c.rinaldi,12000,
ACC-007570,Wallitasdigital,wallitasdigital.com,,11-50,france,lost,2019-07-11,2021-09-22,j.vandenberg,,
ACC-021723,EderilumFinance,www.ederilumfinance.com,,51-200,FRANCE,lead,2026-02-12,03/16/26,p.lindqvist,,
ACC-028870,BelfolexLogic 2,belfolexlogic.io,Software,11-50,france,prospect,04/25/20,,p.lindqvist,,
ACC-003562,DoriocalTech SARL,doriocaltech.eu,Financial Services,51-200,Allemagne,lost,03/25/26,,j.vandenberg,,
ACC-026820,Merihalmedia SARL,www.merihalmedia.fr,,51-200,Germany,lead,05/08/2025,19/09/2025,l.moreau,,
ACC-009950,Yelloviamobility SAS,yelloviamobility.io,Telecom,201-500,Italie,prospect,07/20/24,07/07/2025,t.becker,,
ACC-014444,Vespidormobility France,,,51-200,UK,customer,2022-11-07,,,12000,06/04/27
ACC-002379,NeofinLogistics,neofinlogistics.co,Logistics,11-50,spain,prospect,18/09/2021,,p.lindqvist,,
ACC-003813,OvaliTech France,ovalitech.eu,Automotive,11-50,FR,lead,2018-07-01,01/20/20,s.okafor,,
ACC-015999,NovacalIndustries SAS,novacalindustries.eu,,201-500,belgium,prospect,10/29/23,,p.lindqvist,,
ACC-010224,BelfonexMobility SAS,belfonexmobility.co,Real Estate,51-200,france,lead,2025-10-02,2025-10-09,c.rinaldi,,
ACC-001483,Juntomarpharma & Co,juntomarpharma.eu,Manufacturing,11-50,belgium,lead,29/10/2023,20/03/2025,j.vandenberg,,
ACC-005660,TerrasolData SAS,terrasoldata.eu,Media,51-200,Belgique,opportunity,2024-07-07,01/18/25,p.lindqvist,,
ACC-026631,Delfifinhub,delfifinhub.io,Media,1-10,belgium,prospect,11/10/2020,2022-10-06,a.morel,,
ACC-017980,FlexilumSoft SARL,flexilumsoft.com,Energy,1-10,Netherlands,prospect,09/10/23,05/04/2026,,,
ACC-005654,IvorosolTech SAS,ivorosoltech.com,Financial Services,51-200,france,prospect,04/07/24,09/16/24,j.vandenberg,,
ACC-023017,PerririnDigital SAS,perririndigital.io,Retail,51-200,FRANCE,lead,02/09/2020,13/03/2023,,,
ACC-026807,Haldesolflow,haldesolflow.com,,201-500,BE,churned,2024-07-08,11/21/24,p.lindqvist,3000,
ACC-007485,Primocallabs SA,primocallabs.fr,Media,51-200,Fr,opportunity,2023-08-02,2023-09-28,m.delacroix,,
ACC-016159,Ivorobelfood,ivorobelfood.io,Energy,11-50,NL,opportunity,21/06/2019,,,,
ACC-009575,Serenilexenergie SAS,serenilexenergie.io,Hospitality,201-500,GB,lead,08/31/18,10/14/25,s.okafor,,
ACC-012987,Haldetech,haldetech.com,Energy,51-200,germany,prospect,03/08/2021,10/04/2022,m.delacroix,,
ACC-027244,Primorinpharma & Co,primorinpharma.co,Logistics,1-10,CH,lost,07/10/2018,2022-01-04,c.rinaldi,,
ACC-010355,Lumiviapartners,lumiviapartners.com,Consulting,1-10,FRANCE,lead,15/08/2022,,a.morel,,
ACC-020703,Serenihalworks,serenihalworks.eu,Media,51-200,belgium,customer,05/05/2019,07/28/22,,5000,11/10/2026
ACC-005241,Vertipharma,www.vertipharma.com,Financial Services,11-50,Italy,opportunity,05/03/2019,11/18/25,s.okafor,,
ACC-010890,Merilexsoft,merilexsoft.fr,Education,11-50,GB,lead,03/06/19,2021-01-31,,,
ACC-025617,IbericalLab Group,ibericallab.co,Energy,201-500,FRANCE,lead,2018-07-18,27/06/2022,c.rinaldi,,
ACC-006392,FleximarFlow SARL,fleximarflow.fr,Real Estate,11-50,nederland,customer,02/10/21,01/30/24,l.moreau,40000,11/03/2027
ACC-005025,Axiorinindustries France,www.axiorinindustries.com,,201-500,France,lost,28/05/2018,06/24/24,,,
ACC-014904,Lumilumlogistics SARL,lumilumlogistics.com,,201-500,Belgique,churned,25/04/2018,,j.vandenberg,3000,
ACC-007042,VectoHub Group,vectohub.com,Media,5000+,Spain,lead,12/01/2022,11/02/23,a.morel,,
ACC-024847,Optimardigital,optimardigital.com,Automotive,1-10,Allemagne,lost,09/09/23,13/08/2024,s.okafor,,
ACC-012253,ArdenbelTech,ardenbeltech.com,Construction,51-200,Belgique,lead,2019-02-03,26/01/2021,c.rinaldi,,
ACC-019752,Iberivialabs,iberivialabs.co,Consulting,51-200,UK,lead,08/02/2022,21/10/2022,,,
ACC-007783,QuantilumSoft SAS,quantilumsoft.com,Software,51-200,Netherlands,prospect,06/14/20,2023-03-01,l.moreau,,
ACC-011782,MavipraTech SA,mavipratech.io,Hospitality,1-10,france,customer,01/06/18,15/12/2024,j.vandenberg,3000,13/06/2027
ACC-006462,Merisolsystems SA,merisolsystems.co,Retail,1-10,nederland,prospect,2020-05-06,09/07/20,a.morel,,
ACC-002979,LorriviaFlow Group,lorriviaflow.eu,Software,11-50,FRANCE,lead,26/11/2018,20/06/2023,m.delacroix,,
ACC-024973,MavinexLogic,mavinexlogic.fr,Construction,11-50,DE,customer,08/05/23,13/04/2024,p.lindqvist,25000,06/09/2026
ACC-012169,KelvivenWorks & Co,kelvivenworks.fr,Education,51-200,france,lead,2019-05-05,,s.okafor,,
ACC-016346,Kelviquiindustries & Co,kelviquiindustries.fr,Consulting,51-200,Italie,lost,06/03/2023,05/14/25,,,
ACC-027756,OptisolGroup,optisolgroup.fr,Automotive,11-50,FR,lead,05/27/21,07/15/26,j.vandenberg,,
ACC-029114,GALLIQUIDYNAMICS,www.galliquidynamics.io,Telecom,51-200,spain,lead,2025-03-11,,m.delacroix,,
ACC-029289,Merifinpartners,merifinpartners.co,Telecom,51-200,france,prospect,11/25/24,,,,
ACC-008080,Yellodorworks,yellodorworks.eu,Media,11-50,Fr,lead,2023-06-03,2025-09-20,,,
ACC-012971,RoccagorFood SAS,roccagorfood.co,Education,51-200,France,lost,03/25/25,04/14/25,p.lindqvist,,
ACC-002300,UlmihalLogic,ulmihallogic.io,,11-50,ES,lost,2021-10-19,11/21/22,c.rinaldi,,
ACC-001690,Cendratasdata & Co,cendratasdata.fr,Real Estate,201-500,Germany,opportunity,01/01/23,2025-03-05,c.rinaldi,,
ACC-016882,Mavibelenergie,mavibelenergie.eu,Telecom,,France,lead,12/12/2023,04/09/24,c.rinaldi,,
ACC-000780,Briofindata & Co,briofindata.eu,Consulting,51-200,Switzerland,opportunity,02/23/24,06/05/26,a.morel,,
ACC-015184,IberipraPartners & Co,iberiprapartners.com,Construction,51-200,Fr,lead,01/07/20,,c.rinaldi,,
ACC-013731,Primobelpharma SARL,primobelpharma.io,Real Estate,201-500,Pays-Bas,customer,03/05/2023,,l.moreau,3000,01/13/27
ACC-009369,Novaflow & Co,www.novaflow.com,Agriculture,501-1000,GB,prospect,11/23/25,02/22/26,,,
ACC-028819,MAVIQUILOGISTICS,www.maviquilogistics.io,Retail,51-200,Fr,prospect,2021-07-14,,m.delacroix,,
ACC-023195,Vertidorlogistics,vertidorlogistics.fr,,11-50,Belgique,lead,07/05/19,06/01/20,a.morel,,
ACC-011704,EstevamarDigital SAS,estevamardigital.fr,Healthcare,51-200,UK,lead,01/09/2024,2026-06-22,p.lindqvist,,
ACC-016304,Vertihalsolutions,vertihalsolutions.com,Construction,11-50,Pays-Bas,lead,12/05/20,2023-04-21,t.becker,,
ACC-007336,Yellolextech & Co,yellolextech.io,Logistics,51-200,Fr,lost,01/24/26,02/15/26,m.delacroix,,
ACC-027524,SolinexLab,solinexlab.fr,Energy,11-50,IT,lead,10/05/25,14/06/2026,j.vandenberg,,
ACC-001097,Terranexworks,terranexworks.co,Hospitality,51-200,Belgique,customer,2022-06-17,,j.vandenberg,3000,23/07/2026
ACC-027096,IberitasData,www.iberitasdata.co,Construction,1-10,France,lead,02/14/26,23/04/2026,m.delacroix,,
ACC-026042,Rapiviaconseil Group,rapiviaconseil.eu,Energy,51-200,Fr,lead,07/12/2023,,s.okafor,,
ACC-026996,PrimovenFlow,primovenflow.com,,201-500,france,lost,2024-05-18,,l.moreau,,
ACC-004807,Zephifingroup,zephifingroup.com,Consulting,501-1000,FR,prospect,04/16/23,13/04/2025,,,
ACC-024896,GrimohalSystems France,grimohalsystems.com,Telecom,51-200,CH,lead,03/03/19,07/22/26,j.vandenberg,,
ACC-014759,Ederisolgroup France,ederisolgroup.com,Automotive,1001-5000,CH,customer,2025-03-12,2025-09-22,t.becker,3000,2026-11-27
ACC-016743,Ivorovenconsulting,ivorovenconsulting.fr,,51-200,nederland,lead,18/10/2019,2019-11-22,,,
ACC-017208,Vertihaldata Group,vertihaldata.fr,Software,501-1000,belgium,churned,14/06/2024,,c.rinaldi,12000,
ACC-027174,Vectocalsolutions,,Consulting,11-50,FRANCE,prospect,08/02/25,2025-10-12,j.vandenberg,,
ACC-008411,QuantilumDigital,quantilumdigital.co,Consulting,11-50,France,prospect,01/07/2020,12/09/2020,a.morel,,
ACC-029237,NeorinMedia 2,neorinmedia.eu,Telecom,201-500,FRANCE,prospect,10/31/19,,c.rinaldi,,
ACC-000531,TerraDigital,terradigital.io,Agriculture,11-50,DE,opportunity,2025-04-01,,t.becker,,
ACC-007619,SylvavenMobility SA,sylvavenmobility.com,Real Estate,11-50,ES,customer,09/01/20,02/23/21,p.lindqvist,40000,07/12/26
ACC-016500,QuantitasSoft SA,quantitassoft.com,Financial Services,51-200,BE,prospect,11/21/20,2026-03-10,c.rinaldi,,
ACC-007728,HaldelumConsulting SAS,haldelumconsulting.io,Media,201-500,FRANCE,customer,2021-10-01,16/12/2022,a.morel,25000,06/23/26
ACC-016759,Stellacalhub,www.stellacalhub.co,Education,51-200,Fr,opportunity,2020-12-29,2023-12-20,l.moreau,,
ACC-002352,Ederimarfood,ederimarfood.com,Healthcare,,Germany,lost,14/05/2026,06/03/26,p.lindqvist,,
ACC-003635,DelfirinSystems,,Manufacturing,51-200,France,lead,2020-06-21,2026-02-26,,,
ACC-000191,DoriorinLab SA,doriorinlab.io,Consulting,51-200,Espagne,lost,2023-02-11,11/01/2026,p.lindqvist,,
ACC-012665,Yelloindustries SA,yelloindustries.com,Software,11-50,UK,lead,2019-03-08,15/02/2026,c.rinaldi,,
ACC-014122,EderilexLogic SAS,ederilexlogic.eu,Manufacturing,501-1000,Belgique,customer,28/01/2025,2025-01-30,,3000,10/07/2027
ACC-021428,ZephihalSolutions,zephihalsolutions.eu,Hospitality,51-200,FR,lost,11/11/22,09/17/24,l.moreau,,
ACC-021506,Vertidorpartners & Co,vertidorpartners.co,Energy,11-50,FR,customer,2020-10-23,2021-03-03,l.moreau,40000,2026-11-18
ACC-013903,Ovalirinsoft,ovalirinsoft.co,Education,5000+,Espagne,lost,02/02/2025,01/27/26,l.moreau,,
ACC-004295,FernoConseil Group,fernoconseil.io,Energy,51-200,Suisse,lead,14/02/2020,2025-04-20,,,
ACC-007449,CendrasolConsulting SARL,cendrasolconsulting.fr,Software,501-1000,Belgium,prospect,2018-06-19,13/06/2026,t.becker,,
ACC-023762,Nordirinforge SAS,nordirinforge.co,Consulting,201-500,germany,prospect,2024-10-23,02/16/25,,,
ACC-003071,Neomedia,neomedia.fr,Retail,11-50,Belgique,lost,12/09/18,11/30/24,a.morel,,
ACC-016494,EderinexLabs,ederinexlabs.com,Consulting,501-1000,nederland,lead,19/05/2020,2023-08-19,,,
ACC-015155,ZephirinSystems,zephirinsystems.io,Logistics,11-50,France,customer,12/09/22,2022-12-25,,8000,2027-01-17
ACC-020468,Kelvicalpharma Group,kelvicalpharma.com,Software,51-200,nederland,opportunity,2023-06-11,08/29/23,,,
ACC-021103,Novaimmo,novaimmo.fr,Financial Services,11-50,Suisse,lead,10/01/25,01/13/26,a.morel,,
ACC-010280,Iberidorconseil Group,iberidorconseil.fr,Media,501-1000,spain,opportunity,2026-03-21,05/21/26,s.okafor,,
ACC-028760,HELIOLUMFINANCE,www.heliolumfinance.fr,Construction,201-500,Germany,lead,06/28/24,,a.morel,,
ACC-011860,MavilumLogistics Group,mavilumlogistics.co,Financial Services,51-200,France,churned,2023-07-02,04/02/24,m.delacroix,12000,
ACC-014505,Ederienergie,ederienergie.fr,Retail,11-50,Allemagne,opportunity,31/01/2018,2018-11-18,s.okafor,,
ACC-028027,Lumiprahub France,lumiprahub.com,Logistics,11-50,Pays-Bas,lead,03/05/2024,07/07/26,m.delacroix,,
ACC-021277,YellohalWorks,yellohalworks.com,Energy,1-10,FR,lead,24/03/2022,12/26/22,j.vandenberg,,
ACC-007932,Belfoservices & Co,belfoservices.fr,Automotive,501-1000,France,prospect,08/03/2021,2022-06-25,s.okafor,,
ACC-008555,AltaviaLogistics SARL,,Energy,201-500,france,churned,08/11/2021,,a.morel,5000,
ACC-027781,Kelviquisoft,,Automotive,201-500,Suisse,lead,25/03/2018,09/10/23,j.vandenberg,,
ACC-010186,Taloconsulting Group,taloconsulting.eu,Media,51-200,France,prospect,08/16/25,16/05/2026,j.vandenberg,,
ACC-026567,Fabriviadata & Co,fabriviadata.io,Hospitality,51-200,nederland,lead,26/11/2023,06/09/26,t.becker,,
ACC-020061,Estevaviasolutions,estevaviasolutions.com,Software,5000+,spain,lost,22/06/2026,15/07/2026,,,
ACC-024091,PrimomarImmo,primomarimmo.fr,Consulting,1001-5000,france,prospect,14/12/2020,01/05/23,m.delacroix,,
ACC-003592,Nordihaldynamics,,Software,501-1000,Fr,prospect,05/18/23,22/08/2025,,,
ACC-026485,NeobelRetail,neobelretail.co,Consulting,201-500,FRANCE,lost,07/07/2018,23/01/2022,t.becker,,
ACC-001028,Sylvalexgroup,sylvalexgroup.co,Financial Services,51-200,France,churned,05/03/2022,05/17/26,t.becker,8000,
ACC-009853,PerrimarSystems Group,perrimarsystems.co,Financial Services,1-10,Belgique,lost,12/01/2024,2024-12-15,t.becker,,
ACC-023123,Delfimedia SARL,delfimedia.io,Education,51-200,Fr,lead,2020-04-15,02/16/23,l.moreau,,
ACC-028476,Cortilumretail,cortilumretail.io,Real Estate,51-200,Netherlands,lost,06/05/22,25/11/2024,,,
ACC-017485,Ovalivenfood,ovalivenfood.com,Energy,11-50,BE,lead,03/21/21,,t.becker,,
ACC-018722,SerenipraFinance,sereniprafinance.fr,Retail,1001-5000,UK,customer,06/29/26,09/07/2026,l.moreau,8000,2026-10-22
ACC-013231,Gallitassystems,gallitassystems.io,Healthcare,11-50,FR,lead,2021-07-06,2021-08-03,m.delacroix,,
ACC-023957,Primomarforge,primomarforge.eu,Media,201-500,FRANCE,lead,06/05/25,27/10/2025,l.moreau,,
ACC-007441,Perrihallabs SAS,perrihallabs.com,Hospitality,,Fr,customer,2018-10-15,04/12/2021,,25000,2027-02-02
ACC-018684,Altacalsystems,,Logistics,1-10,FRANCE,lead,2026-06-10,05/07/2026,m.delacroix,,
